지역명,전용면적,연도,월,평당분양가격
전남,모든면적,2018,5,7774.799999999999
전남,60m²,2018,5,7352.4
전남,60m²~85m²,2018,5,7741.799999999999
전남,85m²~102m²,2018,5,8669.1
전남,102m²~,2018,5,8147.7
경북,모든면적,2018,5,8672.4
경북,60m²,2018,5,8154.299999999999
경북,60m²~85m²,2018,5,8616.3
경북,85m²~102m²,2018,5,
경북,102m²~,2018,5,9451.199999999999
경남,모든면적,2018,5,8893.5
경남,60m²,2018,5,9035.4
경남,60m²~85m²,2018,5,8820.9
경남,85m²~102m²,2018,5,9428.1
경남,102m²~,2018,5,9444.6
제주,모든면적,2018,5,12952.5
제주,60m²,2018,5,18024.6
제주,60m²~85m²,2018,5,12008.699999999999
제주,85m²~102m²,2018,5,
제주,102m²~,2018,5,9995.699999999999
서울,모든면적,2018,6,22090.199999999997
서울,60m²,2018,6,23865.6
서울,60m²~85m²,2018,6,22238.699999999997
서울,85m²~102m²,2018,6,25050.3
서울,102m²~,2018,6,22786.5
인천,모든면적,2018,6,11127.599999999999
인천,60m²,2018,6,11398.199999999999
인천,60m²~85m²,2018,6,11672.099999999999
인천,85m²~102m²,2018,6,10655.699999999999
인천,102m²~,2018,6,
경기,모든면적,2018,6,12959.099999999999
경기,60m²,2018,6,14853.3
경기,60m²~85m²,2018,6,12955.8
경기,85m²~102m²,2018,6,15064.5
경기,102m²~,2018,6,14289.0
부산,모든면적,2018,6,12817.199999999999
부산,60m²,2018,6,12332.099999999999
부산,60m²~85m²,2018,6,12780.9
부산,85m²~102m²,2018,6,12226.5
부산,102m²~,2018,6,12685.199999999999
대구,모든면적,2018,6,12107.699999999999
대구,60m²,2018,6,12107.699999999999
대구,60m²~85m²,2018,6,12094.5
대구,85m²~102m²,2018,6,9939.6
대구,102m²~,2018,6,14619.0
광주,모든면적,2018,6,9900.0
광주,60m²,2018,6,9160.8
광주,60m²~85m²,2018,6,9913.199999999999
광주,85m²~102m²,2018,6,
광주,102m²~,2018,6,8094.9
대전,모든면적,2018,6,9807.6
대전,60m²,2018,6,8243.4
대전,60m²~85m²,2018,6,9824.1
대전,85m²~102m²,2018,6,10121.1
대전,102m²~,2018,6,
울산,모든면적,2018,6,10312.5
울산,60m²,2018,6,
울산,60m²~85m²,2018,6,10312.5
울산,85m²~102m²,2018,6,
울산,102m²~,2018,6,
세종,모든면적,2018,6,10332.3
세종,60m²,2018,6,10111.199999999999
세종,60m²~85m²,2018,6,10385.099999999999
세종,85m²~102m²,2018,6,10355.4
세종,102m²~,2018,6,10345.5
강원,모든면적,2018,6,7563.599999999999
강원,60m²,2018,6,7530.599999999999
강원,60m²~85m²,2018,6,7547.099999999999
강원,85m²~102m²,2018,6,9451.199999999999
강원,102m²~,2018,6,8553.6
충북,모든면적,2018,6,7873.799999999999
충북,60m²,2018,6,7543.799999999999
충북,60m²~85m²,2018,6,7860.599999999999
충북,85m²~102m²,2018,6,8992.5
충북,102m²~,2018,6,9150.9
충남,모든면적,2018,6,8141.099999999999
충남,60m²,2018,6,8091.599999999999
충남,60m²~85m²,2018,6,8141.099999999999
충남,85m²~102m²,2018,6,8768.1
충남,102m²~,2018,6,8514.0
전북,모든면적,2018,6,7675.799999999999
전북,60m²,2018,6,8791.199999999999
전북,60m²~85m²,2018,6,7590.0
전북,85m²~102m²,2018,6,8698.8
전북,102m²~,2018,6,9220.199999999999
전남,모든면적,2018,6,7774.799999999999
전남,60m²,2018,6,7352.4
전남,60m²~85m²,2018,6,7741.799999999999
전남,85m²~102m²,2018,6,8669.1
전남,102m²~,2018,6,8147.7
경북,모든면적,2018,6,8682.3
경북,60m²,2018,6,8154.299999999999
경북,60m²~85m²,2018,6,8626.199999999999
경북,85m²~102m²,2018,6,
경북,102m²~,2018,6,9579.9
경남,모든면적,2018,6,8893.5
경남,60m²,2018,6,9055.199999999999
경남,60m²~85m²,2018,6,8820.9
경남,85m²~102m²,2018,6,9428.1
경남,102m²~,2018,6,9444.6
제주,모든면적,2018,6,12952.5
제주,60m²,2018,6,18024.6
제주,60m²~85m²,2018,6,12008.699999999999
제주,85m²~102m²,2018,6,
제주,102m²~,2018,6,9995.699999999999
서울,모든면적,2018,7,22506.0
서울,60m²,2018,7,24288.0
서울,60m²~85m²,2018,7,22803.0
서울,85m²~102m²,2018,7,25050.3
서울,102m²~,2018,7,22816.199999999997
인천,모든면적,2018,7,11127.599999999999
인천,60m²,2018,7,11398.199999999999
인천,60m²~85m²,2018,7,11672.099999999999
인천,85m²~102m²,2018,7,10655.699999999999
인천,102m²~,2018,7,
경기,모든면적,2018,7,13041.599999999999
경기,60m²,2018,7,15107.4
경기,60m²~85m²,2018,7,13011.9
경기,85m²~102m²,2018,7,15384.599999999999
경기,102m²~,2018,7,15090.9
부산,모든면적,2018,7,13035.0
부산,60m²,2018,7,12322.199999999999
부산,60m²~85m²,2018,7,12978.9
부산,85m²~102m²,2018,7,13213.199999999999
부산,102m²~,2018,7,12787.5
대구,모든면적,2018,7,12249.599999999999
대구,60m²,2018,7,12282.599999999999
대구,60m²~85m²,2018,7,12262.8
대구,85m²~102m²,2018,7,11804.099999999999
대구,102m²~,2018,7,13332.0
광주,모든면적,2018,7,9685.5
광주,60m²,2018,7,9160.8
광주,60m²~85m²,2018,7,9698.699999999999
광주,85m²~102m²,2018,7,
광주,102m²~,2018,7,8094.9
대전,모든면적,2018,7,9698.699999999999
대전,60m²,2018,7,8243.4
대전,60m²~85m²,2018,7,9721.8
대전,85m²~102m²,2018,7,
대전,102m²~,2018,7,
울산,모든면적,2018,7,10312.5
울산,60m²,2018,7,
울산,60m²~85m²,2018,7,10312.5
울산,85m²~102m²,2018,7,
울산,102m²~,2018,7,
세종,모든면적,2018,7,10332.3
세종,60m²,2018,7,10111.199999999999
세종,60m²~85m²,2018,7,10385.099999999999
세종,85m²~102m²,2018,7,10355.4
세종,102m²~,2018,7,10345.5
강원,모든면적,2018,7,7629.599999999999
강원,60m²,2018,7,7537.2
강원,60m²~85m²,2018,7,7619.7
강원,85m²~102m²,2018,7,9451.199999999999
강원,102m²~,2018,7,8794.5
충북,모든면적,2018,7,7887.0
충북,60m²,2018,7,7543.799999999999
충북,60m²~85m²,2018,7,7873.799999999999
충북,85m²~102m²,2018,7,8992.5
충북,102m²~,2018,7,8972.699999999999
충남,모든면적,2018,7,8141.099999999999
충남,60m²,2018,7,8091.599999999999
충남,60m²~85m²,2018,7,8141.099999999999
충남,85m²~102m²,2018,7,8768.1
충남,102m²~,2018,7,8514.0
전북,모든면적,2018,7,7698.9
전북,60m²,2018,7,8761.5
전북,60m²~85m²,2018,7,7609.799999999999
전북,85m²~102m²,2018,7,8698.8
전북,102m²~,2018,7,9405.0
전남,모든면적,2018,7,7778.099999999999
전남,60m²,2018,7,7352.4
전남,60m²~85m²,2018,7,7748.4
전남,85m²~102m²,2018,7,8669.1
전남,102m²~,2018,7,8147.7
경북,모든면적,2018,7,8824.199999999999
경북,60m²,2018,7,8154.299999999999
경북,60m²~85m²,2018,7,8758.199999999999
경북,85m²~102m²,2018,7,
경북,102m²~,2018,7,9579.9
경남,모든면적,2018,7,8896.8
경남,60m²,2018,7,9068.4
경남,60m²~85m²,2018,7,8820.9
경남,85m²~102m²,2018,7,9428.1
경남,102m²~,2018,7,9368.699999999999
제주,모든면적,2018,7,11002.199999999999
제주,60m²,2018,7,
제주,60m²~85m²,2018,7,11074.8
제주,85m²~102m²,2018,7,10645.8
제주,102m²~,2018,7,9867.0
서울,모든면적,2018,8,22212.3
서울,60m²,2018,8,23486.1
서울,60m²~85m²,2018,8,22459.8
서울,85m²~102m²,2018,8,21951.6
서울,102m²~,2018,8,21374.1
인천,모든면적,2018,8,11031.9
인천,60m²,2018,8,11404.8
인천,60m²~85m²,2018,8,11566.5
인천,85m²~102m²,2018,8,10655.699999999999
인천,102m²~,2018,8,
경기,모든면적,2018,8,13431.0
경기,60m²,2018,8,14714.699999999999
경기,60m²~85m²,2018,8,13546.5
경기,85m²~102m²,2018,8,16094.099999999999
경기,102m²~,2018,8,15483.599999999999
부산,모든면적,2018,8,13107.599999999999
부산,60m²,2018,8,12569.699999999999
부산,60m²~85m²,2018,8,13021.8
부산,85m²~102m²,2018,8,13213.199999999999
부산,102m²~,2018,8,12483.9
대구,모든면적,2018,8,12295.8
대구,60m²,2018,8,12289.199999999999
대구,60m²~85m²,2018,8,12285.9
대구,85m²~102m²,2018,8,11804.099999999999
대구,102m²~,2018,8,13332.0
광주,모든면적,2018,8,9685.5
광주,60m²,2018,8,9160.8
광주,60m²~85m²,2018,8,9698.699999999999
광주,85m²~102m²,2018,8,
광주,102m²~,2018,8,8094.9
대전,모든면적,2018,8,9698.699999999999
대전,60m²,2018,8,8243.4
대전,60m²~85m²,2018,8,9721.8
대전,85m²~102m²,2018,8,
대전,102m²~,2018,8,
울산,모든면적,2018,8,10312.5
울산,60m²,2018,8,
울산,60m²~85m²,2018,8,10312.5
울산,85m²~102m²,2018,8,
울산,102m²~,2018,8,
세종,모든면적,2018,8,10388.4
세종,60m²,2018,8,10111.199999999999
세종,60m²~85m²,2018,8,10385.099999999999
세종,85m²~102m²,2018,8,10355.4
세종,102m²~,2018,8,10626.0
강원,모든면적,2018,8,7669.2
강원,60m²,2018,8,7923.299999999999
강원,60m²~85m²,2018,8,7665.9
강원,85m²~102m²,2018,8,9451.199999999999
강원,102m²~,2018,8,8794.5
충북,모든면적,2018,8,7887.0
충북,60m²,2018,8,7543.799999999999
충북,60m²~85m²,2018,8,7873.799999999999
충북,85m²~102m²,2018,8,8992.5
충북,102m²~,2018,8,8972.699999999999
충남,모든면적,2018,8,8071.799999999999
충남,60m²,2018,8,8220.3
충남,60m²~85m²,2018,8,8088.299999999999
충남,85m²~102m²,2018,8,8768.1
충남,102m²~,2018,8,9005.699999999999
전북,모든면적,2018,8,7626.299999999999
전북,60m²,2018,8,8761.5
전북,60m²~85m²,2018,8,7540.5
전북,85m²~102m²,2018,8,8698.8
전북,102m²~,2018,8,9405.0
전남,모든면적,2018,8,7778.099999999999
전남,60m²,2018,8,7352.4
전남,60m²~85m²,2018,8,7748.4
전남,85m²~102m²,2018,8,8669.1
전남,102m²~,2018,8,8147.7
경북,모든면적,2018,8,8589.9
경북,60m²,2018,8,8174.099999999999
경북,60m²~85m²,2018,8,8613.0
경북,85m²~102m²,2018,8,
경북,102m²~,2018,8,9273.0
경남,모든면적,2018,8,8781.3
경남,60m²,2018,8,9193.8
경남,60m²~85m²,2018,8,8679.0
경남,85m²~102m²,2018,8,9428.1
경남,102m²~,2018,8,9058.5
제주,모든면적,2018,8,11002.199999999999
제주,60m²,2018,8,
제주,60m²~85m²,2018,8,11074.8
제주,85m²~102m²,2018,8,10645.8
제주,102m²~,2018,8,9867.0
서울,모든면적,2018,9,23080.199999999997
서울,60m²,2018,9,21882.3
서울,60m²~85m²,2018,9,23703.899999999998
서울,85m²~102m²,2018,9,16701.3
서울,102m²~,2018,9,21575.399999999998
인천,모든면적,2018,9,11031.9
인천,60m²,2018,9,11404.8
인천,60m²~85m²,2018,9,11566.5
인천,85m²~102m²,2018,9,10655.699999999999
인천,102m²~,2018,9,
경기,모든면적,2018,9,13510.199999999999
경기,60m²,2018,9,14467.199999999999
경기,60m²~85m²,2018,9,13602.599999999999
경기,85m²~102m²,2018,9,16084.199999999999
경기,102m²~,2018,9,15496.8
부산,모든면적,2018,9,13497.0
부산,60m²,2018,9,12747.9
부산,60m²~85m²,2018,9,13440.9
부산,85m²~102m²,2018,9,14704.8
부산,102m²~,2018,9,13770.9
대구,모든면적,2018,9,12342.0
대구,60m²,2018,9,12394.8
대구,60m²~85m²,2018,9,12361.8
대구,85m²~102m²,2018,9,12203.4
대구,102m²~,2018,9,13071.3
광주,모든면적,2018,9,9672.3
광주,60m²,2018,9,9160.8
광주,60m²~85m²,2018,9,9672.3
광주,85m²~102m²,2018,9,
광주,102m²~,2018,9,8761.5
대전,모든면적,2018,9,11111.099999999999
대전,60m²,2018,9,8243.4
대전,60m²~85m²,2018,9,11107.8
대전,85m²~102m²,2018,9,
대전,102m²~,2018,9,16094.099999999999
울산,모든면적,2018,9,10312.5
울산,60m²,2018,9,
울산,60m²~85m²,2018,9,10312.5
울산,85m²~102m²,2018,9,
울산,102m²~,2018,9,
세종,모든면적,2018,9,10388.4
세종,60m²,2018,9,10111.199999999999
세종,60m²~85m²,2018,9,10385.099999999999
세종,85m²~102m²,2018,9,10355.4
세종,102m²~,2018,9,10626.0
강원,모든면적,2018,9,7685.7
강원,60m²,2018,9,7936.5
강원,60m²~85m²,2018,9,7679.099999999999
강원,85m²~102m²,2018,9,9451.199999999999
강원,102m²~,2018,9,8794.5
충북,모든면적,2018,9,7867.2
충북,60m²,2018,9,7543.799999999999
충북,60m²~85m²,2018,9,7854.0
충북,85m²~102m²,2018,9,8992.5
충북,102m²~,2018,9,8972.699999999999
충남,모든면적,2018,9,8071.799999999999
충남,60m²,2018,9,8220.3
충남,60m²~85m²,2018,9,8088.299999999999
충남,85m²~102m²,2018,9,8768.1
충남,102m²~,2018,9,9005.699999999999
전북,모든면적,2018,9,7626.299999999999
전북,60m²,2018,9,8761.5
전북,60m²~85m²,2018,9,7540.5
전북,85m²~102m²,2018,9,8698.8
전북,102m²~,2018,9,9405.0
전남,모든면적,2018,9,7761.599999999999
전남,60m²,2018,9,7352.4
전남,60m²~85m²,2018,9,7748.4
전남,85m²~102m²,2018,9,8669.1
전남,102m²~,2018,9,8312.699999999999
경북,모든면적,2018,9,8721.9
경북,60m²,2018,9,8279.699999999999
경북,60m²~85m²,2018,9,8735.1
경북,85m²~102m²,2018,9,8415.0
경북,102m²~,2018,9,9332.4
경남,모든면적,2018,9,9061.8
경남,60m²,2018,9,9586.5
경남,60m²~85m²,2018,9,8962.8
경남,85m²~102m²,2018,9,9428.1
경남,102m²~,2018,9,9857.1
제주,모든면적,2018,9,11002.199999999999
제주,60m²,2018,9,
제주,60m²~85m²,2018,9,11074.8
제주,85m²~102m²,2018,9,10645.8
제주,102m²~,2018,9,9867.0
서울,모든면적,2018,10,24347.399999999998
서울,60m²,2018,10,22459.8
서울,60m²~85m²,2018,10,25175.699999999997
서울,85m²~102m²,2018,10,22578.6
서울,102m²~,2018,10,24330.899999999998
인천,모든면적,2018,10,11352.0
인천,60m²,2018,10,11292.599999999999
인천,60m²~85m²,2018,10,11979.0
인천,85m²~102m²,2018,10,11190.3
인천,102m²~,2018,10,9537.0
경기,모든면적,2018,10,13648.8
경기,60m²,2018,10,14404.5
경기,60m²~85m²,2018,10,13757.699999999999
경기,85m²~102m²,2018,10,16084.199999999999
경기,102m²~,2018,10,15335.099999999999
부산,모든면적,2018,10,13318.8
부산,60m²,2018,10,12691.8
부산,60m²~85m²,2018,10,13259.4
부산,85m²~102m²,2018,10,14351.699999999999
부산,102m²~,2018,10,14632.199999999999
대구,모든면적,2018,10,12536.699999999999
대구,60m²,2018,10,12394.8
대구,60m²~85m²,2018,10,12549.9
대구,85m²~102m²,2018,10,12203.4
대구,102m²~,2018,10,13655.4
광주,모든면적,2018,10,10045.199999999999
광주,60m²,2018,10,10771.199999999999
광주,60m²~85m²,2018,10,10048.5
광주,85m²~102m²,2018,10,
광주,102m²~,2018,10,
대전,모든면적,2018,10,11055.0
대전,60m²,2018,10,8243.4
대전,60m²~85m²,2018,10,11028.599999999999
대전,85m²~102m²,2018,10,
대전,102m²~,2018,10,16094.099999999999
울산,모든면적,2018,10,9537.0
울산,60m²,2018,10,
울산,60m²~85m²,2018,10,9537.0
울산,85m²~102m²,2018,10,
울산,102m²~,2018,10,
세종,모든면적,2018,10,10388.4
세종,60m²,2018,10,10111.199999999999
세종,60m²~85m²,2018,10,10385.099999999999
세종,85m²~102m²,2018,10,10355.4
세종,102m²~,2018,10,10626.0
강원,모든면적,2018,10,7778.099999999999
강원,60m²,2018,10,7995.9
강원,60m²~85m²,2018,10,7781.4
강원,85m²~102m²,2018,10,9451.199999999999
강원,102m²~,2018,10,8794.5
충북,모든면적,2018,10,7867.2
충북,60m²,2018,10,7543.799999999999
충북,60m²~85m²,2018,10,7854.0
충북,85m²~102m²,2018,10,8992.5
충북,102m²~,2018,10,8972.699999999999
충남,모든면적,2018,10,8071.799999999999
충남,60m²,2018,10,8220.3
충남,60m²~85m²,2018,10,8088.299999999999
충남,85m²~102m²,2018,10,8768.1
충남,102m²~,2018,10,9005.699999999999
전북,모든면적,2018,10,7659.299999999999
전북,60m²,2018,10,8797.8
전북,60m²~85m²,2018,10,7593.299999999999
전북,85m²~102m²,2018,10,8698.8
전북,102m²~,2018,10,8669.1
전남,모든면적,2018,10,7788.0
전남,60m²,2018,10,7392.0
전남,60m²~85m²,2018,10,7768.2
전남,85m²~102m²,2018,10,8669.1
전남,102m²~,2018,10,8312.699999999999
경북,모든면적,2018,10,8662.5
경북,60m²,2018,10,8279.699999999999
경북,60m²~85m²,2018,10,8646.0
경북,85m²~102m²,2018,10,8906.699999999999
경북,102m²~,2018,10,9728.4
경남,모든면적,2018,10,9223.5
경남,60m²,2018,10,9586.5
경남,60m²~85m²,2018,10,9137.699999999999
경남,85m²~102m²,2018,10,9949.5
경남,102m²~,2018,10,9857.1
제주,모든면적,2018,10,11002.199999999999
제주,60m²,2018,10,
제주,60m²~85m²,2018,10,11074.8
제주,85m²~102m²,2018,10,10645.8
제주,102m²~,2018,10,9867.0
서울,모든면적,2018,11,24317.699999999997
서울,60m²,2018,11,23156.1
서울,60m²~85m²,2018,11,25146.0
서울,85m²~102m²,2018,11,22578.6
서울,102m²~,2018,11,24258.3
인천,모든면적,2018,11,11724.9
인천,60m²,2018,11,11342.099999999999
인천,60m²~85m²,2018,11,12292.5
인천,85m²~102m²,2018,11,11523.599999999999
인천,102m²~,2018,11,14701.5
경기,모든면적,2018,11,13698.3
경기,60m²,2018,11,14292.3
경기,60m²~85m²,2018,11,13777.5
경기,85m²~102m²,2018,11,16724.399999999998
경기,102m²~,2018,11,15269.099999999999
부산,모든면적,2018,11,13332.0
부산,60m²,2018,11,12467.4
부산,60m²~85m²,2018,11,13318.8
부산,85m²~102m²,2018,11,13417.8
부산,102m²~,2018,11,14166.9
대구,모든면적,2018,11,12622.5
대구,60m²,2018,11,12566.4
대구,60m²~85m²,2018,11,12625.8
대구,85m²~102m²,2018,11,12203.4
대구,102m²~,2018,11,13031.699999999999
광주,모든면적,2018,11,10563.3
광주,60m²,2018,11,10771.199999999999
광주,60m²~85m²,2018,11,10563.3
광주,85m²~102m²,2018,11,
광주,102m²~,2018,11,
대전,모든면적,2018,11,11055.0
대전,60m²,2018,11,8243.4
대전,60m²~85m²,2018,11,11028.599999999999
대전,85m²~102m²,2018,11,
대전,102m²~,2018,11,16094.099999999999
울산,모든면적,2018,11,9537.0
울산,60m²,2018,11,
울산,60m²~85m²,2018,11,9537.0
울산,85m²~102m²,2018,11,
울산,102m²~,2018,11,
세종,모든면적,2018,11,10388.4
세종,60m²,2018,11,10111.199999999999
세종,60m²~85m²,2018,11,10385.099999999999
세종,85m²~102m²,2018,11,10355.4
세종,102m²~,2018,11,10626.0
강원,모든면적,2018,11,7873.799999999999
강원,60m²,2018,11,8091.599999999999
강원,60m²~85m²,2018,11,7854.0
강원,85m²~102m²,2018,11,9454.5
강원,102m²~,2018,11,8342.4
충북,모든면적,2018,11,7811.099999999999
충북,60m²,2018,11,7461.299999999999
충북,60m²~85m²,2018,11,7863.9
충북,85m²~102m²,2018,11,8992.5
충북,102m²~,2018,11,8873.699999999999
충남,모든면적,2018,11,7989.299999999999
충남,60m²,2018,11,7946.4
충남,60m²~85m²,2018,11,7959.599999999999
충남,85m²~102m²,2018,11,8768.1
충남,102m²~,2018,11,9005.699999999999
전북,모든면적,2018,11,7731.9
전북,60m²,2018,11,8797.8
전북,60m²~85m²,2018,11,7675.799999999999
전북,85m²~102m²,2018,11,8698.8
전북,102m²~,2018,11,8556.9
전남,모든면적,2018,11,7715.4
전남,60m²,2018,11,7510.799999999999
전남,60m²~85m²,2018,11,7695.599999999999
전남,85m²~102m²,2018,11,8190.599999999999
전남,102m²~,2018,11,8256.6
경북,모든면적,2018,11,8847.3
경북,60m²,2018,11,8408.4
경북,60m²~85m²,2018,11,8844.0
경북,85m²~102m²,2018,11,8906.699999999999
경북,102m²~,2018,11,9517.199999999999
경남,모든면적,2018,11,9230.1
경남,60m²,2018,11,9527.1
경남,60m²~85m²,2018,11,9177.3
경남,85m²~102m²,2018,11,10470.9
경남,102m²~,2018,11,9867.0
제주,모든면적,2018,11,10936.199999999999
제주,60m²,2018,11,12553.199999999999
제주,60m²~85m²,2018,11,11025.3
제주,85m²~102m²,2018,11,10645.8
제주,102m²~,2018,11,9867.0
서울,모든면적,2018,12,24413.399999999998
서울,60m²,2018,12,24413.399999999998
서울,60m²~85m²,2018,12,26037.0
서울,85m²~102m²,2018,12,22578.6
서울,102m²~,2018,12,24898.5
인천,모든면적,2018,12,11708.4
인천,60m²,2018,12,11229.9
인천,60m²~85m²,2018,12,12312.3
인천,85m²~102m²,2018,12,11523.599999999999
인천,102m²~,2018,12,14701.5
경기,모든면적,2018,12,13777.5
경기,60m²,2018,12,14648.699999999999
경기,60m²~85m²,2018,12,13629.0
경기,85m²~102m²,2018,12,16130.4
경기,102m²~,2018,12,16252.5
부산,모든면적,2018,12,13424.4
부산,60m²,2018,12,12467.4
부산,60m²~85m²,2018,12,13411.199999999999
부산,85m²~102m²,2018,12,13417.8
부산,102m²~,2018,12,14166.9
대구,모든면적,2018,12,12952.5
대구,60m²,2018,12,12899.699999999999
대구,60m²~85m²,2018,12,12929.4
대구,85m²~102m²,2018,12,12203.4
대구,102m²~,2018,12,13262.699999999999
광주,모든면적,2018,12,10837.199999999999
광주,60m²,2018,12,10583.099999999999
광주,60m²~85m²,2018,12,10830.599999999999
광주,85m²~102m²,2018,12,
광주,102m²~,2018,12,
대전,모든면적,2018,12,12012.0
대전,60m²,2018,12,
대전,60m²~85m²,2018,12,11985.599999999999
대전,85m²~102m²,2018,12,
대전,102m²~,2018,12,16094.099999999999
울산,모든면적,2018,12,
울산,60m²,2018,12,
울산,60m²~85m²,2018,12,
울산,85m²~102m²,2018,12,
울산,102m²~,2018,12,
세종,모든면적,2018,12,10081.5
세종,60m²,2018,12,10111.199999999999
세종,60m²~85m²,2018,12,10107.9
세종,85m²~102m²,2018,12,10411.5
세종,102m²~,2018,12,9867.0
강원,모든면적,2018,12,7675.799999999999
강원,60m²,2018,12,8091.599999999999
강원,60m²~85m²,2018,12,7652.7
강원,85m²~102m²,2018,12,9454.5
강원,102m²~,2018,12,7877.099999999999
충북,모든면적,2018,12,7811.099999999999
충북,60m²,2018,12,7461.299999999999
충북,60m²~85m²,2018,12,7863.9
충북,85m²~102m²,2018,12,8992.5
충북,102m²~,2018,12,8873.699999999999
충남,모든면적,2018,12,7969.5
충남,60m²,2018,12,7946.4
충남,60m²~85m²,2018,12,7900.2
충남,85m²~102m²,2018,12,8768.1
충남,102m²~,2018,12,9005.699999999999
전북,모든면적,2018,12,7854.0
전북,60m²,2018,12,8797.8
전북,60m²~85m²,2018,12,7804.5
전북,85m²~102m²,2018,12,10071.6
전북,102m²~,2018,12,8748.3
전남,모든면적,2018,12,7883.7
전남,60m²,2018,12,7101.599999999999
전남,60m²~85m²,2018,12,7857.299999999999
전남,85m²~102m²,2018,12,8190.599999999999
전남,102m²~,2018,12,8688.9
경북,모든면적,2018,12,8847.3
경북,60m²,2018,12,8408.4
경북,60m²~85m²,2018,12,8844.0
경북,85m²~102m²,2018,12,8906.699999999999
경북,102m²~,2018,12,9517.199999999999
경남,모든면적,2018,12,9675.6
경남,60m²,2018,12,9527.1
경남,60m²~85m²,2018,12,9616.199999999999
경남,85m²~102m²,2018,12,10470.9
경남,102m²~,2018,12,12219.9
제주,모든면적,2018,12,11299.199999999999
제주,60m²,2018,12,12553.199999999999
제주,60m²~85m²,2018,12,11563.199999999999
제주,85m²~102m²,2018,12,10645.8
제주,102m²~,2018,12,9741.6
서울,모든면적,2019,1,25080.0
서울,60m²,2019,1,24420.0
서울,60m²~85m²,2019,1,26746.5
서울,85m²~102m²,2019,1,22578.6
서울,102m²~,2019,1,25697.1
인천,모든면적,2019,1,11823.9
인천,60m²,2019,1,11421.3
인천,60m²~85m²,2019,1,12427.8
인천,85m²~102m²,2019,1,11523.599999999999
인천,102m²~,2019,1,14701.5
경기,모든면적,2019,1,14051.4
경기,60m²,2019,1,14652.0
경기,60m²~85m²,2019,1,13912.8
경기,85m²~102m²,2019,1,16186.5
경기,102m²~,2019,1,16272.3
부산,모든면적,2019,1,13424.4
부산,60m²,2019,1,12467.4
부산,60m²~85m²,2019,1,13411.199999999999
부산,85m²~102m²,2019,1,13417.8
부산,102m²~,2019,1,14166.9
대구,모든면적,2019,1,13143.9
대구,60m²,2019,1,13124.099999999999
대구,60m²~85m²,2019,1,13091.099999999999
대구,85m²~102m²,2019,1,13262.699999999999
대구,102m²~,2019,1,13421.099999999999
광주,모든면적,2019,1,10926.3
광주,60m²,2019,1,10583.099999999999
광주,60m²~85m²,2019,1,10932.9
광주,85m²~102m²,2019,1,
광주,102m²~,2019,1,
대전,모든면적,2019,1,12173.699999999999
대전,60m²,2019,1,
대전,60m²~85m²,2019,1,12134.099999999999
대전,85m²~102m²,2019,1,
대전,102m²~,2019,1,16094.099999999999
울산,모든면적,2019,1,
울산,60m²,2019,1,
울산,60m²~85m²,2019,1,
울산,85m²~102m²,2019,1,
울산,102m²~,2019,1,
세종,모든면적,2019,1,10081.5
세종,60m²,2019,1,10111.199999999999
세종,60m²~85m²,2019,1,10107.9
세종,85m²~102m²,2019,1,10411.5
세종,102m²~,2019,1,9867.0
강원,모든면적,2019,1,7784.7
강원,60m²,2019,1,8332.5
강원,60m²~85m²,2019,1,7745.099999999999
강원,85m²~102m²,2019,1,10124.4
강원,102m²~,2019,1,7652.7
충북,모든면적,2019,1,7811.099999999999
충북,60m²,2019,1,7461.299999999999
충북,60m²~85m²,2019,1,7863.9
충북,85m²~102m²,2019,1,8992.5
충북,102m²~,2019,1,8873.699999999999
충남,모든면적,2019,1,8127.9
충남,60m²,2019,1,8207.1
충남,60m²~85m²,2019,1,8042.099999999999
충남,85m²~102m²,2019,1,8768.1
충남,102m²~,2019,1,9005.699999999999
전북,모든면적,2019,1,7854.0
전북,60m²,2019,1,8797.8
전북,60m²~85m²,2019,1,7804.5
전북,85m²~102m²,2019,1,10071.6
전북,102m²~,2019,1,8748.3
전남,모든면적,2019,1,7966.2
전남,60m²,2019,1,7101.599999999999
전남,60m²~85m²,2019,1,7936.5
전남,85m²~102m²,2019,1,7712.099999999999
전남,102m²~,2019,1,8791.199999999999
경북,모든면적,2019,1,8705.4
경북,60m²,2019,1,8203.8
경북,60m²~85m²,2019,1,8665.8
경북,85m²~102m²,2019,1,8801.1
경북,102m²~,2019,1,9586.5
경남,모든면적,2019,1,9675.6
경남,60m²,2019,1,9527.1
경남,60m²~85m²,2019,1,9616.199999999999
경남,85m²~102m²,2019,1,10470.9
경남,102m²~,2019,1,12219.9
제주,모든면적,2019,1,11299.199999999999
제주,60m²,2019,1,12553.199999999999
제주,60m²~85m²,2019,1,11563.199999999999
제주,85m²~102m²,2019,1,10645.8
제주,102m²~,2019,1,9741.6
서울,모든면적,2019,2,25169.1
서울,60m²,2019,2,25258.199999999997
서울,60m²~85m²,2019,2,26865.3
서울,85m²~102m²,2019,2,22578.6
서울,102m²~,2019,2,24182.399999999998
인천,모든면적,2019,2,11847.0
인천,60m²,2019,2,11401.5
인천,60m²~85m²,2019,2,12470.699999999999
인천,85m²~102m²,2019,2,11523.599999999999
인천,102m²~,2019,2,15955.5
경기,모든면적,2019,2,14044.8
경기,60m²,2019,2,14665.199999999999
